inn,класс,год_дела,стадия,вес,okved,окопф,выручка,автономия,ликвидность,падение_выручки,ча_отрицательные_2года,убыток_2года,флаги
5007111460,выжил,,,9.81767,53.20.3,12300,719,-0.100379,,,,False,коэффициент_автономии
5007112200,выжил,,,9.81767,,12300,11743,-0.185012,0.843874,,False,False,коэффициент_автономии;текущая_ликвидность
5007113997,выжил,,,9.81767,47.78.2,12300,,,,,False,,
5009010147,выжил,,,9.81767,,20101,,0,1,,False,False,коэффициент_автономии
5009047595,выжил,,,9.81767,63.11.1,12300,0,0.886133,,1,False,True,падение_выручки;убыток_2года
5009070770,выжил,,,9.81767,46.34,12300,2.96453e+06,0.0912384,1.09689,-0.0472374,False,False,коэффициент_автономии
5009113015,выжил,,,9.81767,47.11,12300,19565,0.523167,,0.622137,False,False,падение_выручки
5009123990,выжил,,,9.81767,46.46.1,12300,170766,0.482715,1.93317,,False,False,
5009126649,выжил,,,9.81767,46.73,12300,10770,0.867526,,,,False,
5010033935,выжил,,,9.81767,95.1,10000,1177,0.99778,,-0.0888067,False,False,
5011036008,выжил,,,9.81767,31.01,12300,61228,0.0767161,1.04243,-1.80875,False,False,коэффициент_автономии
5011038453,выжил,,,9.81767,22.19,12300,140260,0.128608,,-0.434034,False,False,
5012033401,выжил,,,9.81767,33.12,12300,14621,0.472505,,-0.266984,False,False,
5012103850,выжил,,,9.81767,69.20.1,12300,7346,0.616246,,0.231992,False,False,
5014009531,выжил,,,9.81767,94.99,20200,,,,,,,
5014011795,выжил,,,9.81767,11.05,12300,120,-1.2766,,0.756098,True,True,коэффициент_автономии;падение_выручки;убыток_2года;ча_отрицательные_2года
5016010356,выжил,,,9.81767,68.20,12300,190,0.827801,,-0.583333,False,True,убыток_2года
5017035579,выжил,,,9.81767,68.20.2,12300,0,,,,False,False,
5017070929,выжил,,,9.81767,,12300,233610,0.63152,,-1.00183,False,False,
5017088274,выжил,,,9.81767,68.32,20618,,,,,,True,убыток_2года
5017089905,банкрот,2024,Tender,1,68.32,12300,138150,-0.00117616,0.934667,-1.21686,True,False,коэффициент_автономии;текущая_ликвидность;ча_отрицательные_2года
5017112008,банкрот,2022,ProceedingsFinished,1,47.76.1,12165,2474,,,0.569664,False,False,падение_выручки
5017122920,выжил,,,9.81767,43.22,12300,2392,-0.481481,,-2.7375,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
5018107610,выжил,,,9.81767,68.31,12300,,,,,True,False,ча_отрицательные_2года
5018121693,выжил,,,9.81767,43.21,12300,16053,0.491799,,0.0286216,False,False,
5018189740,выжил,,,9.81767,49.41,12300,0,0.741848,,1,False,False,падение_выручки
5019027911,выжил,,,9.81767,46.77,12300,4766,-0.345144,4.56287,-5.71268,True,False,коэффициент_автономии;ча_отрицательные_2года
5020017393,выжил,,,9.81767,,20702,,0,,,,,коэффициент_автономии
5020027546,банкрот,2023,Tender,1,23.19.5,12300,857770,0.00540337,0.761457,-0.754138,False,False,коэффициент_автономии;текущая_ликвидность
5021016032,выжил,,,9.81767,23.61,12300,23210,0.353743,,-0.126371,False,False,
5022016797,выжил,,,9.81767,41.1,12300,13236,-1.22105,0.450238,-0.134676,True,False,коэффициент_автономии;текущая_ликвидность;ча_отрицательные_2года
5022027728,выжил,,,9.81767,68.32.1,20102,,1,,,False,,
5022049256,выжил,,,9.81767,,12300,10111,0.141537,,-1.41716,False,False,
5022055838,выжил,,,9.81767,52.29,12300,12721,0.0486551,1.11252,-0.893288,False,False,коэффициент_автономии
5022998448,выжил,,,9.81767,85.11,71400,12616,,1,-0.599797,,,
5024070454,выжил,,,9.81767,47.73,12300,64648,0.981923,,-2.40647,False,False,
5024140091,выжил,,,9.81767,43.91,12300,42630,0.00505265,1.03812,,False,False,коэффициент_автономии
5024141176,выжил,,,9.81767,96.04,12300,841,-3.06061,,-1.34262,True,False,коэффициент_автономии;ча_отрицательные_2года
5024142476,выжил,,,9.81767,69.10,12165,8778,0.143305,1.16678,-0.0466198,False,False,
5024202608,выжил,2025,Tender,9.81767,41.20,12300,,0.538462,2.16667,,False,False,
5025008561,выжил,,,9.81767,47.11,12300,7208,0.97391,5.08042,0.49941,False,False,
5025015150,выжил,,,9.81767,,12300,295371,0.488245,,-0.496262,False,False,
5025023979,банкрот,2022,ProceedingsStopped,1,,12300,15683,-0.073955,,0.557877,False,False,коэффициент_автономии;падение_выручки
5025030408,выжил,,,9.81767,86.23,12300,36414,0.747202,,-1.01561,False,False,
5027079783,выжил,,,9.81767,47.99,12300,0,0.974235,,1,False,False,падение_выручки
5027120657,выжил,,,9.81767,,12300,111307,0.931347,,-0.0300672,False,False,
5027148638,выжил,,,9.81767,80.10,12300,28509,0.0219227,1.49375,0.0589536,False,False,коэффициент_автономии
5027219416,выжил,,,9.81767,69.20.2,12165,722,0.743243,,-0.11592,False,False,
5027222144,выжил,,,9.81767,,12300,45818,0.245651,,-0.189367,False,False,
5027228428,выжил,,,9.81767,14.13,12300,,1,,,False,,
5027284461,выжил,,,9.81767,43.39,12300,4741,0.517288,,-0.46644,False,False,
5027294565,банкрот,2024,Tender,1,41.20,12300,152128,0.092522,,,,False,коэффициент_автономии
5027294766,выжил,,,9.81767,71.12.2,12300,531,-0.00222621,51.2542,,False,False,коэффициент_автономии
5028036158,выжил,,,9.81767,41.20,12300,29023,0.306462,2.77497,-2.67147,False,False,
5029045564,выжил,,,9.81767,68.20,12300,1306,-1.17469,1.0431,-0.141608,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
5029051920,выжил,,,9.81767,01.70,12300,1027,0.997881,,-0.446479,False,False,
5029103600,выжил,,,9.81767,,20614,,,,,,,
5029119181,выжил,,,9.81767,,12300,6287,0.523227,,0.420286,False,False,
5029135539,выжил,,,9.81767,43.21,12300,83,-0.407064,,0.945574,True,True,коэффициент_автономии;падение_выручки;убыток_2года;ча_отрицательные_2года
5029143794,выжил,,,9.81767,85.22,75500,,,,,,,
5029173943,выжил,,,9.81767,46.3,12165,,-0.745669,,,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
5030022949,выжил,,,9.81767,68.32.2,20100,,,-0.475738,,,False,текущая_ликвидность
5030055694,выжил,,,9.81767,68.10.1,12300,970934,0.429376,5.76949,0.320119,False,False,
5030092791,выжил,,,9.81767,84.11.3,75404,0,,0.858469,,,False,текущая_ликвидность
5031058257,выжил,,,9.81767,46.16,12165,8891,0.940895,,0.114795,False,False,
5031088639,выжил,,,9.81767,26.51.5,12300,43058,1,,-0.316316,False,False,
5031097866,выжил,,,9.81767,68.32.2,20702,,0,1,,False,,коэффициент_автономии
5031108726,выжил,,,9.81767,69.20,12300,818,0.90289,,-80.8,False,False,
5031131644,выжил,,,9.81767,68.32,12300,0,0.00655447,,1,False,False,коэффициент_автономии;падение_выручки
5032011325,выжил,,,9.81767,,12300,19774,0.843005,2.75586,-0.111648,False,False,
5032032572,выжил,,,9.81767,68.20.2,12300,,1,,,False,True,убыток_2года
5032040044,выжил,,,9.81767,,75505,55159,-0.370293,0.456145,-0.778978,True,False,коэффициент_автономии;текущая_ликвидность;ча_отрицательные_2года
5032051977,выжил,,,9.81767,68.32.1,12300,22415,0.378891,47.3451,-0.00646581,False,False,
5032183525,банкрот,2023,Watching,1,68.3,12300,475,0.167693,,0.87036,False,False,падение_выручки
5032254303,выжил,,,9.81767,46.38.1,12300,0,-5.28272,,,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
5032268761,банкрот,2022,ProceedingsStopped,1,01.2,12165,0,-1.01045,,1,True,True,коэффициент_автономии;падение_выручки;убыток_2года;ча_отрицательные_2года
5032269620,выжил,,,9.81767,47.25,12300,1.37726e+06,-0.0938003,0.770769,-0.597583,True,False,коэффициент_автономии;текущая_ликвидность;ча_отрицательные_2года
5032300084,выжил,,,9.81767,56.10,12300,0,,,,False,False,
5032300782,банкрот,2023,Tender,1,41.20,12300,102789,0.0879177,1.08888,0.550757,False,False,коэффициент_автономии;падение_выручки
5032301987,выжил,,,9.81767,,12300,27254,-0.129243,,0.115245,True,False,коэффициент_автономии;ча_отрицательные_2года
5032313968,выжил,,,9.81767,55.10,12300,21946,0.476633,,0.214672,False,False,
5032321052,выжил,,,9.81767,41.20,12300,,-0.25,0.8,,False,True,коэффициент_автономии;текущая_ликвидность;убыток_2года
5032321408,выжил,,,9.81767,41.20,12300,2230,0.375,,-1.41866,False,False,
5032330811,выжил,,,9.81767,43.22,12300,,,,,,False,
5032336612,выжил,,,9.81767,88.91,12300,,,,,False,,
5034017643,выжил,2026,Watching,9.81767,42.21,12300,20678,0.100578,,-0.109394,False,False,
5034033003,выжил,,,9.81767,94.99,20200,,,,,,,
5035023287,выжил,,,9.81767,68.32.2,20702,,,,,,,
5035035290,выжил,,,9.81767,52.21.24,20101,,,,,,,
5036056165,выжил,,,9.81767,,12300,25612,0.660609,,-0.0683686,False,False,
5036121400,выжил,,,9.81767,47.71,12300,1985,,,0.422461,,False,
5036128518,выжил,,,9.81767,46.69.5,12165,28643,0.880446,,0.102719,False,False,
5036132031,выжил,,,9.81767,,12300,0,1,,,False,,
5036134536,выжил,,,9.81767,45.1,12165,0,0.979927,,,False,False,
5036149349,выжил,,,9.81767,,12300,1764,0.386193,,-0.324324,False,True,убыток_2года
5036167860,выжил,,,9.81767,93.12,71400,,,,,,,
5038042672,выжил,,,9.81767,47.21,12300,,0.568734,,,False,False,
5038096438,выжил,,,9.81767,43.21,12300,0,0.610738,2.56897,1,False,False,падение_выручки
5038115112,банкрот,2024,Tender,1,41.20,12300,29373,0.0181598,1.01975,,False,False,коэффициент_автономии
5038120987,выжил,,,9.81767,46.65,12300,80774,0.365332,,0.0769002,False,False,
5038131690,выжил,,,9.81767,41.20,12300,378,0.395825,,,False,False,
5040003568,выжил,,,9.81767,47.11,12300,15280,0.671449,3.04367,0.3064,False,False,
5040009182,выжил,,,9.81767,70.2,12300,1355,,,,,False,
5040057316,выжил,,,9.81767,86.21,12300,3629,0.960635,,-0.0552486,False,False,
5040057926,выжил,,,9.81767,,20702,0,,,,,False,
5040078147,выжил,,,9.81767,86.23,12300,25878,0.95811,,-0.358354,False,False,
5040097291,выжил,,,9.81767,,12300,52665,0.210894,,-0.592146,False,False,
5040124700,выжил,,,9.81767,,12165,81231,-1.7984,,-1.38683,True,False,коэффициент_автономии;ча_отрицательные_2года
5040125982,выжил,,,9.81767,46.73,12165,15012,0.277339,,0.297881,False,False,
5040148884,выжил,,,9.81767,46.73,12300,155337,0.00517535,,-0.460456,False,False,коэффициент_автономии
5040171001,выжил,,,9.81767,29.10,12300,111627,0.054413,,,,False,коэффициент_автономии
5040998923,выжил,,,9.81767,94.99,20200,,,,,,,
5041208416,выжил,,,9.81767,46.38.1,12300,0,-63.7037,,1,True,True,коэффициент_автономии;падение_выручки;убыток_2года;ча_отрицательные_2года
5041211296,выжил,,,9.81767,,12300,6096,0.556355,,,,False,
5042058280,выжил,,,9.81767,68.32.2,21001,,,,,,,
5042101151,выжил,,,9.81767,46.72.2,12300,,1,,,False,,
5042111008,выжил,,,9.81767,68.31,12300,,1,,,,,
5042113446,выжил,,,9.81767,46.43.1,12300,89473,0.0731564,,-0.478795,False,False,коэффициент_автономии
5042129213,банкрот,2023,Tender,1,46.71,12300,171290,0.0538971,1.04777,-0.636148,False,False,коэффициент_автономии
5042145920,выжил,,,9.81767,79.90.2,71400,167,,,,,False,
5042147935,выжил,,,9.81767,68.32.2,20700,0,,,,,False,
5042148664,выжил,,,9.81767,25.11,12300,,0.5,,,False,,
5042154682,выжил,,,9.81767,43.33,12300,7895,0.672131,,,,False,
5044004932,выжил,,,9.81767,47.11,12300,1076,1,,-0.0890688,False,False,
5044084776,выжил,,,9.81767,52.10,20109,,,,,,,
5044095344,выжил,,,9.81767,45.3,12300,10058,0.591878,,-0.767352,False,False,
5044096468,выжил,,,9.81767,45.11.39,12300,3104,0.0585106,,-1.67817,False,False,коэффициент_автономии
5044110095,выжил,,,9.81767,,12300,,0.000308817,6476.33,,False,True,коэффициент_автономии;убыток_2года
5044112688,выжил,,,9.81767,45.20,12300,26549,0.620289,,-0.162187,False,False,
5044112906,выжил,,,9.81767,77.32,12300,1501,-0.151463,0.86976,,False,False,коэффициент_автономии;текущая_ликвидность
5044115199,выжил,,,9.81767,41.20,12300,4915,1,,0.701597,False,False,падение_выручки
5045029168,выжил,,,9.81767,,12300,12100,0.983537,,-0.00833333,False,False,
5045044906,выжил,,,9.81767,68.10,12267,,0.987382,634,,False,False,
5045065254,выжил,,,9.81767,69.10,12300,254,0.917526,,0.521657,False,False,падение_выручки
5047055822,выжил,,,9.81767,56.29.2,12300,5689,0.0872712,,0.0462699,False,False,коэффициент_автономии
5047061576,выжил,,,9.81767,56.10.1,12300,288416,0.0947219,1.42351,-0.0804485,False,False,коэффициент_автономии
5047061777,выжил,,,9.81767,86.10,12300,6910,-79.1143,,0.0424058,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
5047063608,банкрот,2023,ProceedingsFinished,1,68.10.1,12300,109247,0.00131395,0.594957,-0.183069,False,True,коэффициент_автономии;текущая_ликвидность;убыток_2года
5047117370,выжил,,,9.81767,70.22,12300,15490,0.0856999,,0.221608,False,False,коэффициент_автономии
5047119160,выжил,,,9.81767,52.1,12300,,0.96063,,,False,False,
5047144705,выжил,,,9.81767,63.11.1,12300,191,-1.72542,,-1.76812,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
5047165751,выжил,,,9.81767,45.3,12300,,0.961948,,,False,False,
5047169450,выжил,,,9.81767,41.20,12300,126397,0.107623,,0.552567,False,False,падение_выручки
5047174033,выжил,,,9.81767,47.7,12300,7387,0.399684,,-0.0440989,False,False,
5047180492,выжил,,,9.81767,47.11,12300,,,,,,,
5047189142,выжил,,,9.81767,71.12.11,12300,27948,0.300035,,-0.326814,False,False,
5047192963,выжил,,,9.81767,19.34,12300,,,,,True,,ча_отрицательные_2года
5047194488,выжил,,,9.81767,79.11,12300,2283,0.446809,,-4.56829,False,False,
